Dependents,tenure,Contract,PaperlessBilling,MonthlyCharges,tenure_group,has_internet,num_addon_services,charge_category,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,Churn
0,1,0,1,53.95,0,1,2,1,0,0,0,1,0,0,0,0,0,1,1
0,1,0,1,24.05,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,29,1,1,55.35,2,1,4,1,0,0,0,1,0,1,0,1,0,1,0
1,50,1,1,84.15,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
1,32,0,0,76.3,2,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,42,0,0,59.65,2,1,3,1,0,0,0,1,0,1,0,1,0,0,0
1,71,2,0,113.65,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
1,10,2,0,53.7,0,1,4,1,0,0,0,1,0,1,0,1,0,1,0
0,19,0,1,87.3,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,1,0,1,89.35,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,57,0,1,39.3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1
0,51,1,1,60.5,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,71,2,0,23.85,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,71,2,1,109.7,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,0,54.3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,2,0,1,70.4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,18,0,1,99.85,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1
0,8,0,1,30.45,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,12,0,1,84.05,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,28,0,0,64.4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,67,2,1,24.9,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,9,1,0,20.1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,32,0,0,85.3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,6,0,0,45.65,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,58,1,1,105.05,3,1,2,3,1,0,0,0,0,0,0,1,0,1,0
0,49,0,0,99.4,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1,80.85,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,1,0,1,100.8,0,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,56,2,1,19.8,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,29,0,1,60.2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,62,2,1,43.7,3,1,4,1,0,0,0,1,0,1,0,1,0,1,0
0,4,0,1,44.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,4,0,1,25.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,48,1,1,78.75,2,1,2,2,0,0,0,1,0,0,0,1,0,0,0
0,25,0,0,54.1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,46,0,1,69.1,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0
0,54,1,1,94.75,3,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,15,0,1,91.5,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,42,1,0,73.15,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0
1,3,0,1,69.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,52,1,0,57.95,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,16,1,0,19.35,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,55,0,1,81.55,3,1,2,2,1,0,0,0,0,1,0,1,0,0,0
1,9,1,0,48.6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,30,0,1,89.9,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,2,0,1,19.65,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,10,0,0,60.2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,19,1,0,18.8,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,10,1,1,19.8,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,27,0,1,95.6,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0
0,32,0,0,84.15,2,1,1,2,1,0,0,0,0,1,0,0,0,0,1
1,25,0,0,85.9,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,56,1,1,93.15,3,1,3,2,1,0,0,1,0,1,0,1,0,0,0
0,44,2,0,54.3,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0
0,15,0,0,89.0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,50,2,1,79.6,3,1,2,2,0,0,0,0,0,1,0,0,0,1,0
0,72,2,0,92.0,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
1,23,2,1,25.6,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,71,2,0,25.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,25,1,0,20.05,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,18,0,1,94.75,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,11,0,1,65.15,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0
1,52,1,0,44.25,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0
1,68,2,1,89.05,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,2,0,1,75.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,7,0,1,79.65,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1
0,48,1,1,69.55,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0
0,11,0,1,78.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,13,0,1,45.55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1
1,71,2,1,70.85,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,50,0,1,71.05,3,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,35,2,0,24.3,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,13,0,1,91.1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,33,0,0,68.25,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,2,0,0,70.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,61,2,1,24.1,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,17,0,1,94.8,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,30,0,1,94.4,2,1,2,2,1,0,0,1,0,1,0,0,0,0,1
1,17,2,1,25.15,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,16,0,0,90.7,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0
0,1,0,1,89.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,16,0,1,49.45,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,7,1,1,94.05,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,52,1,0,20.65,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,29,1,0,39.5,2,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,24,0,1,104.25,1,1,2,3,1,0,0,0,0,1,0,1,0,0,1
1,25,1,0,19.9,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,12,0,1,44.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,71,1,1,95.15,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,1,69.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,6,1,0,19.45,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,33,0,1,44.55,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,39,0,1,40.6,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,69,2,1,79.2,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,51,1,0,87.55,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,90.35,0,1,2,2,1,0,0,1,0,1,0,0,0,0,0
1,29,0,1,70.75,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,6,0,0,55.15,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0
1,67,2,0,50.9,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,19.25,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,64,2,0,25.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,66,1,1,104.9,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
1,32,1,0,94.8,2,1,3,2,1,0,0,1,0,1,0,1,0,0,0
0,44,0,1,96.1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,1
0,41,2,1,99.65,2,1,2,3,1,0,0,0,0,1,0,0,0,1,0
0,25,1,0,74.3,2,1,4,2,0,0,0,1,0,1,0,1,0,1,1
0,1,0,1,45.85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,43,0,0,29.3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,50.15,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,3,0,0,75.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,28,0,1,94.5,2,1,2,2,1,0,0,1,0,1,0,0,0,0,1
0,24,1,1,50.6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,42,1,0,33.55,2,1,2,0,0,0,0,0,0,1,0,0,0,1,1
1,51,2,0,60.5,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
1,7,0,0,44.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,21.0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,21,0,1,26.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,1,0,108.55,3,1,3,3,1,0,0,1,0,1,0,0,0,1,1
0,32,0,1,108.15,2,1,3,3,1,0,0,1,0,1,0,0,0,1,1
0,54,0,0,30.4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,37,0,1,70.35,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,61,2,0,115.1,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,1,88.8,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,12,0,1,96.05,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1
0,72,2,1,21.15,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,8,0,0,19.95,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,7,0,1,51.3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,60,1,0,80.55,3,1,2,2,0,0,0,0,0,0,0,1,0,1,0
1,4,0,1,20.05,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,42,0,0,54.5,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0
0,33,2,0,25.7,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,14,0,1,82.65,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0
0,1,0,0,20.5,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,1,0,0,45.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,47,1,1,103.1,2,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,54,0,1,79.5,3,1,1,2,1,0,0,0,0,1,0,0,0,0,1
1,8,0,0,44.65,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,70,2,0,19.8,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,1,54.2,3,1,2,1,0,0,0,0,0,1,0,1,0,0,1
0,71,1,0,95.65,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0
0,63,2,0,102.6,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0
0,23,1,1,64.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,46,0,1,45.2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,11,0,0,51.1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,70,0,1,97.55,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0
0,58,2,1,109.1,3,1,3,3,1,0,0,1,0,1,0,0,0,1,0
0,8,0,1,74.5,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,25,0,1,84.8,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,6,0,1,91.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,27,1,0,48.7,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,27,2,0,19.9,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,1,29.85,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,19,0,1,105.0,1,1,3,3,1,0,0,1,0,1,0,0,0,1,0
0,66,0,0,89.4,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0
1,34,0,1,108.9,2,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,2,0,0,49.95,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,25,0,1,79.85,2,1,2,2,1,0,0,1,0,1,0,0,0,0,1
0,70,0,1,102.95,3,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,20,0,0,59.2,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,48,0,0,117.45,2,1,4,3,1,0,0,1,0,1,0,1,0,1,1
0,55,1,1,64.2,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,24,0,1,76.1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,51,1,1,81.15,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,56,0,1,94.45,3,1,2,2,1,0,0,0,0,1,0,0,0,1,1
0,23,0,1,104.05,1,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,66,1,1,54.8,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0
0,71,2,0,24.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,1,79.35,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,34,0,0,19.7,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,2,0,1,55.1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1
0,18,0,1,88.35,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1
1,51,2,1,24.95,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,47,0,1,58.6,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,20,0,0,20.05,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,36,0,1,91.95,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,6,0,1,73.85,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,61,1,1,49.7,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,1,71.0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,63,2,0,67.25,3,1,2,2,0,0,0,0,0,1,0,0,0,1,0
0,17,1,0,20.05,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,4,0,0,51.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,84.3,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,30,0,1,101.5,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0
0,67,2,1,111.3,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
1,26,1,1,39.95,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,18,0,1,95.45,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1
0,50,1,1,44.45,3,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,8,0,1,65.5,0,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,20,0,1,69.8,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,68,1,1,83.0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,66,1,0,89.0,3,1,3,2,1,0,0,1,0,1,0,0,0,1,0
0,69,2,1,97.65,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,72,2,1,86.4,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,19,0,0,19.9,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,7,0,1,75.7,0,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,26,1,0,47.85,2,1,3,1,0,0,0,1,0,1,0,1,0,0,0
0,9,0,0,59.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,6,0,1,87.95,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0
0,57,1,1,41.1,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,49,0,1,52.15,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,65,2,1,99.35,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,66,1,1,92.15,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,57,0,1,55.0,3,1,2,1,0,0,0,0,0,1,0,1,0,0,0
0,3,0,1,76.05,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,19,0,1,34.95,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,0,69.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,4,0,1,80.15,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,23,0,1,99.85,1,1,2,3,1,0,0,1,0,0,0,0,0,1,1
0,18,0,1,71.1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,32,0,0,79.3,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,56,1,0,100.3,3,1,1,3,1,0,0,0,0,1,0,0,0,0,1
0,8,0,1,19.55,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,69,1,0,87.3,3,1,2,2,1,0,0,1,0,1,0,0,0,0,0
0,1,0,1,49.95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,64,1,1,104.4,3,1,2,3,1,0,0,1,0,0,0,0,0,1,0
1,25,1,1,61.6,2,1,3,1,0,0,0,1,0,1,0,1,0,0,0
0,56,1,1,104.75,3,1,2,3,1,0,0,0,0,1,0,1,0,0,1
1,62,2,0,115.55,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
1,1,0,1,74.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,7,1,1,35.5,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
1,40,1,1,20.4,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,31,1,0,98.05,2,1,2,3,1,0,0,1,0,0,0,1,0,0,0
0,50,1,0,25.2,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,16,0,1,74.45,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,72,2,1,113.1,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,64,1,1,100.3,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0
1,72,2,1,109.2,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,39,0,1,103.45,2,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,8,0,1,80.0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,7,1,0,20.05,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,36,0,1,84.9,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,2,0,1,49.25,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1,8,0,1,80.45,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,66,1,1,70.85,3,1,2,2,0,0,0,0,0,1,0,1,0,0,0
0,1,0,0,19.4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,68,2,0,85.3,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
1,6,0,0,94.5,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,63,2,0,98.0,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
1,17,0,1,50.3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,43,2,1,104.6,2,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,53,1,1,111.8,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
1,65,1,0,61.35,3,1,3,1,0,0,0,1,0,1,0,1,0,0,0
0,1,1,0,74.1,0,1,2,2,0,0,0,0,0,0,0,1,0,1,0
0,1,0,1,75.3,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,74.4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,64,0,1,91.8,3,1,3,2,1,0,0,1,0,1,0,1,0,0,0
0,1,0,0,19.75,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,43,2,0,24.25,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,7,0,1,78.5,0,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,6,0,1,69.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,66,2,1,79.5,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
1,68,2,1,72.95,3,1,2,2,0,0,0,0,0,0,0,1,0,1,0
1,54,0,1,86.2,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,2,0,1,49.05,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,10,0,0,85.95,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,22,0,1,51.1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,24,2,0,35.75,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0
1,50,1,1,44.8,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,54,1,1,114.65,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
1,10,0,0,95.2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1
0,72,2,1,103.75,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
1,72,2,1,107.7,3,1,3,3,1,0,0,1,0,1,0,0,0,1,0
0,42,2,1,99.0,2,1,2,3,1,0,0,0,0,0,0,1,0,1,0
1,12,2,0,19.7,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,72,2,0,65.7,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,60,2,0,39.6,3,1,3,1,0,0,0,1,0,1,0,1,0,0,0
0,12,1,0,60.65,0,1,3,1,0,0,0,0,0,1,0,1,0,1,0
1,40,1,0,40.25,2,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,18,0,0,93.9,1,1,2,2,1,0,0,0,0,0,0,1,0,1,0
0,4,0,1,90.05,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,51,2,0,20.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,15,0,1,103.45,1,1,2,3,1,0,0,0,0,0,0,1,0,1,0
1,10,1,0,70.3,0,1,2,2,0,0,0,1,0,1,0,0,0,0,0
0,1,0,1,34.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,40,2,1,20.6,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,46,0,0,19.6,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,47,1,1,113.45,2,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,0,70.75,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,71,2,0,23.9,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,18,1,0,20.35,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,90.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,22,0,1,84.3,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,9,0,1,88.05,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,66,1,1,49.4,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,61,0,0,33.6,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0
0,65,1,1,89.85,3,1,3,2,1,0,0,1,0,1,0,0,0,1,0
1,72,2,0,111.95,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,63,2,1,20.6,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,36,1,1,104.8,2,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1,74.45,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,67,2,0,35.7,3,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,29,0,1,94.45,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,79.6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,50,1,0,75.7,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0
0,55,1,1,50.05,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,67,2,0,103.15,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,8,2,0,20.0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,46,0,0,85.0,2,1,1,2,1,0,0,1,0,0,0,0,0,0,1
0,4,0,1,20.15,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,22,1,0,20.25,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,61,2,0,20.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,4,0,1,25.45,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,67,1,0,50.55,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,19.95,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,11,0,1,73.85,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1
1,55,2,0,57.55,3,1,3,1,0,0,0,1,0,1,0,0,0,1,1
1,61,1,1,99.9,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0
0,23,0,0,54.4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,50.9,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
0,1,0,1,74.6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,50,2,0,24.9,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,7,1,1,49.75,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
1,15,0,0,20.05,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,70,2,1,110.5,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,42,0,1,105.2,2,1,2,3,1,0,0,1,0,0,0,1,0,0,1
1,56,1,1,52.0,3,1,3,1,0,0,0,1,0,1,0,0,0,1,0
0,10,0,1,79.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,53,0,1,103.85,3,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,1,0,0,44.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,58,2,1,84.3,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,42,1,1,19.55,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,0,2,0,20.25,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,1,25.25,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,5,0,1,70.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,35,1,1,69.0,2,1,2,2,0,0,0,0,0,1,0,0,0,1,0
0,26,1,1,87.15,2,1,3,2,1,0,0,1,0,0,0,1,0,1,0
0,26,0,0,49.15,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,7,0,1,19.95,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,63,0,1,103.5,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
